TITLE,lat,long
Zurich,8.53955999283,47.37706999400
Lausanne,6.63221997099,46.51960000640
Geneva,6.14274998140,46.20832998670
Montreux,6.91043998242,46.43169001260
Chateau de Chillon,6.92752998154,46.41414001040
Vevey,6.84297003671,46.46227998500
Bern,7.44046001376,46.94842997290
Lucerne,8.30437000217,47.04953997880
Interlaken,7.85349002021,46.68450003050
Jungfrau,7.96223000738,46.53678000050
Zermatt,7.74841003901,46.02415998230
St. Moritz,9.83815998614,46.49704997480
